episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status
40,1.0,5.550980885670794,-3.4840099448742046,179.49383610671688,-10.0,0.5,0,5.001,False,True,0.2339016731514381,1,59.91521155245181,1603638218.7368479,in_progress
40,2.0,5.545260276804754,-3.4843010544193156,179.58146129532042,0.0,0.5,2,5.001,False,True,0.24344491814913974,1,59.91521155245181,1603638218.807454,in_progress
40,3.0,5.5193412952739385,-3.4872106251829273,-179.63807612835805,-10.0,0.5,0,5.001,False,True,0.2866603875646394,1,59.91521155245181,1603638218.9130142,in_progress
40,4.0,5.469245238100048,-3.489106103294096,-179.30640188361198,-10.0,0.5,0,5.001,False,True,0.37024122535819953,1,59.91521155245181,1603638219.0106056,in_progress
40,5.0,5.41676026762485,-3.4890883182915804,-179.47800439671732,10.0,0.5,4,5.001,False,True,0.45783689756853835,2,59.91521155245181,1603638219.1195457,in_progress
40,6.0,5.364719141395,-3.4910599677021135,-179.1103348504718,0.0,1.0,3,5.001,False,True,0.5446627032447973,2,59.91521155245181,1603638219.2104359,in_progress
40,7.0,5.305221197124972,-3.492432053054192,-179.07876235245803,0.0,0.5,2,5.001,False,True,0.6439425074428531,3,59.91521155245181,1603638219.3147058,in_progress
40,8.0,5.224385468009092,-3.493648382740937,-179.16273541192143,0.0,1.0,3,5.001,False,True,0.7788364263665453,3,59.91521155245181,1603638219.4158375,in_progress
40,9.0,5.15345251849304,-3.490516803062892,179.78476273211837,10.0,0.5,4,5.001,False,True,0.8972664332195999,4,59.91521155245181,1603638219.5103621,in_progress
40,10.0,5.091287150989565,-3.490782837677262,179.83227412283924,10.0,0.5,4,5.001,False,True,1.001014168023116,4,59.91521155245181,1603638219.6114216,in_progress
40,11.0,5.015439024676779,-3.4961905858286952,-178.91082639893617,0.0,0.5,2,5.001,False,True,1.1275225704231335,4,59.91521155245181,1603638219.7207954,in_progress
40,12.0,4.945594699480566,-3.497416336276991,-178.9590548139149,0.0,0.5,2,5.001,False,True,1.2440721608360232,5,59.91521155245181,1603638219.812723,in_progress
40,13.0,4.890949332473725,-3.500180654597116,-178.52671973268212,-10.0,0.5,0,5.001,False,True,1.335232558679982,5,59.91521155245181,1603638219.9188528,in_progress
40,14.0,4.8421946258493085,-3.499649043408381,-178.91693326076043,10.0,1.0,5,5.001,False,True,1.4166100433730844,6,59.91521155245181,1603638220.0199633,in_progress
40,15.0,4.779543323961236,-3.501658920275166,-178.8034732362222,10.0,0.5,4,5.001,False,True,1.5211428591300824,6,59.91521155245181,1603638220.1222055,in_progress
40,16.0,4.7034596832315465,-3.509756724683354,-177.2373932518925,10.0,0.5,4,5.001,False,True,1.648005058756007,7,59.91521155245181,1603638220.218889,in_progress
40,17.0,4.652920540056005,-3.519245537414505,-175.58983491285423,10.0,0.5,4,5.001,False,True,1.7322141392367258,7,59.91521155245181,1603638220.3246493,in_progress
40,18.0,4.5957894594031785,-3.5330927020835023,-173.40140387722266,10.0,0.5,4,5.001,False,True,1.8273601030700872,7,59.91521155245181,1603638220.4217808,in_progress
40,19.0,4.541184702460764,-3.5492923692604186,-171.1450021615962,10.0,0.5,4,5.001,False,True,1.918256072646689,8,59.91521155245181,1603638220.5344868,in_progress
40,20.0,4.454414330225313,-3.5808391979962497,-167.2330797161621,-10.0,1.0,1,5.001,False,True,2.0626097380805213,8,59.91521155245181,1603638220.6546352,in_progress
40,21.0,4.41769430829736,-3.5944313629621263,-166.0058746828594,10.0,0.5,4,5.001,False,True,2.123694876357543,8,59.91521155245181,1603638220.7187803,in_progress
40,22.0,4.367801796259086,-3.615500245088946,-164.0746956443113,0.0,1.0,3,5.001,False,True,2.2066548419543404,9,59.91521155245181,1603638220.8240306,in_progress
40,23.0,4.301673434874648,-3.6422624655948654,-162.42598686811755,-10.0,0.5,0,5.001,False,True,2.3166265875405165,9,59.91521155245181,1603638220.9347656,in_progress
40,24.0,4.225568954773475,-3.668825137254002,-161.891505821496,10.0,1.0,5,5.001,False,True,2.443252521845836,10,59.91521155245181,1603638221.0347452,in_progress
40,25.0,4.138434421425353,-3.7054996210021907,-160.1817154984993,0.0,1.0,3,5.001,False,True,2.588157202909132,10,59.91521155245181,1603638221.1264865,in_progress
40,26.0,4.043097264286422,-3.748103474865872,-158.66107423367293,10.0,1.0,5,5.001,False,True,2.74664992260595,11,59.91521155245181,1603638221.2320952,in_progress
40,27.0,3.959192334553553,-3.7890658336365086,-157.00171614974002,10.0,0.5,4,5.001,False,True,2.8861123812392,12,59.91521155245181,1603638221.334012,in_progress
40,28.0,3.8740179528778937,-3.840892836393869,-153.88390142474617,10.0,0.5,4,5.001,False,True,3.02755095888267,12,59.91521155245181,1603638221.4389143,in_progress
40,29.0,3.8156544731736703,-3.8816499501535118,-151.39751315481416,-10.0,1.0,1,5.001,False,True,3.1243704528163994,12,59.91521155245181,1603638221.5357018,in_progress
40,30.0,3.7603886359329977,-3.917646948165173,-150.30437968544882,-10.0,1.0,1,5.001,False,True,3.2160886528241237,13,59.91521155245181,1603638221.6411698,in_progress
40,31.0,3.6649327268959304,-3.977720973576927,-149.3867676576554,0.0,1.0,3,4.002000000000001,False,False,3.374583736543109,13,59.91521155245181,1603638221.7316916,in_progress
40,32.0,3.588300939700272,-4.024591649417671,-149.13242303345788,10.0,0.5,4,4.002000000000001,False,False,3.5018087751695957,14,59.91521155245181,1603638221.837127,in_progress
