Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
38,1.0,0.0,0.0,727.0,18.0,44.0,1668.0,0.0,19.709000000000028,0.0,0.0,189.5417037010193,,,,,,,,,,,,,,,,,,,,,5.1025615158918285,6.071917561070572,19.503991284585346,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1.0,0.0,0.0,799.0,19.0,72.0,1740.0,0.0,48.50999999999999,0.0,0.0,194.8029751777649,,,,,,,,,,,,,,,,,,,,,16.67266246505254,15.751057884937547,47.35692522774395,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1.0,0.0,0.0,828.0,20.0,29.0,1769.0,0.0,13.106999999999994,0.0,0.0,197.08935236930847,,,,,,,,,,,,,,,,,,,,,3.512847103125926,4.129523997482517,13.018145579588941,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2.0,0.0,0.0,100.0,1.0,100.0,1869.0,0.0,67.507,0.0,0.0,312.3514802455902,,,,,,,,,,,,,,,,,,,,,26.036361288006614,19.545346829947775,64.96833220340275,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2.0,0.0,0.0,169.0,2.0,69.0,1938.0,0.0,51.506,0.0,0.0,317.6975996494293,,,,,,,,,,,,,,,,,,,,,19.41129305571369,16.651583272151793,50.21683761677252,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2.0,0.0,0.0,284.0,3.0,115.0,2053.0,0.0,81.505,0.0,0.0,325.8471908569336,,,,,,,,,,,,,,,,,,,,,32.98563082629739,23.185164671968092,77.78944189687266,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2.0,0.0,0.0,322.0,4.0,38.0,2091.0,0.0,14.608999999999991,0.0,0.0,328.7211787700653,,,,,,,,,,,,,,,,,,,,,3.5224145357293875,4.3591946450133285,14.489637885527817,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2.0,0.0,0.0,357.0,5.0,35.0,2126.0,0.0,15.308999999999992,0.0,0.0,331.47882318496704,,,,,,,,,,,,,,,,,,,,,3.885379025171117,4.774274061028835,15.188199934053069,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2.0,0.0,0.0,462.0,6.0,105.0,2231.0,0.0,45.119,0.0,0.0,339.0371935367584,,,,,,,,,,,,,,,,,,,,,19.63701116308337,12.767312329591999,43.10021404191816,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2.0,0.0,0.0,491.0,7.0,29.0,2260.0,0.0,12.805999999999994,0.0,0.0,341.5754907131195,,,,,,,,,,,,,,,,,,,,,3.371464488709797,4.004919864980948,12.720948478305724,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2.0,0.0,0.0,516.0,8.0,25.0,2285.0,0.0,12.006999999999994,0.0,0.0,343.7444078922272,,,,,,,,,,,,,,,,,,,,,3.2331332331835734,3.9329732409093747,11.938109778949363,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2.0,0.0,0.0,548.0,9.0,32.0,2317.0,0.0,13.506999999999993,0.0,0.0,346.196923494339,,,,,,,,,,,,,,,,,,,,,3.363626539672018,4.1790754698225,13.412776727457954,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2.0,0.0,0.0,618.0,10.0,70.0,2387.0,0.0,34.70600000000002,0.0,0.0,351.3872711658478,,,,,,,,,,,,,,,,,,,,,12.176985149694772,9.302603646798824,33.887498538059404,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2.0,0.0,0.0,651.0,11.0,33.0,2420.0,0.0,19.105000000000015,0.0,0.0,354.00723218917847,,,,,,,,,,,,,,,,,,,,,6.0789603678451725,6.218320411194902,18.9233176254866,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2.0,0.0,0.0,687.0,12.0,36.0,2456.0,0.0,15.408999999999992,0.0,0.0,356.99546480178833,,,,,,,,,,,,,,,,,,,,,3.851727272443672,4.769591347467184,15.285623441633666,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2.0,0.0,0.0,715.0,13.0,28.0,2484.0,0.0,12.606999999999994,0.0,0.0,359.2922010421753,,,,,,,,,,,,,,,,,,,,,3.333445083861638,3.992240779861198,12.526189727379256,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2.0,0.0,0.0,742.0,14.0,27.0,2511.0,0.0,14.505999999999995,0.0,0.0,361.46980714797974,,,,,,,,,,,,,,,,,,,,,4.299196753685155,4.78815345906965,14.404326013664168,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2.0,0.0,0.0,809.0,15.0,67.0,2578.0,0.0,37.306999999999995,0.0,0.0,366.3496060371399,,,,,,,,,,,,,,,,,,,,,14.481666718120888,11.430575387117578,36.37310143131721,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2.0,0.0,0.0,875.0,16.0,66.0,2644.0,0.0,53.90599999999999,0.0,0.0,371.11726212501526,,,,,,,,,,,,,,,,,,,,,22.102399072051345,17.11971330888872,52.49974140264727,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2.0,0.0,0.0,903.0,17.0,28.0,2672.0,0.0,15.505999999999995,0.0,0.0,373.41536140441895,,,,,,,,,,,,,,,,,,,,,4.695294072755346,5.1326139919608,15.389921687650503,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2.0,0.0,0.0,943.0,18.0,40.0,2712.0,0.0,21.80600000000002,0.0,0.0,376.5187590122223,,,,,,,,,,,,,,,,,,,,,6.649245298119136,6.94241975654272,21.561591779855092,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2.0,0.0,0.0,992.0,19.0,49.0,2761.0,0.0,26.507000000000016,0.0,0.0,380.23161816596985,,,,,,,,,,,,,,,,,,,,,9.612486048253398,8.060247393158615,26.06205023386945,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2.0,0.0,0.0,1031.0,20.0,39.0,2800.0,0.0,17.009000000000025,0.0,0.0,383.2475473880768,,,,,,,,,,,,,,,,,,,,,4.3254114554274725,5.251355276281477,16.85716611935769,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,3.0,0.0,0.0,24.0,1.0,24.0,2824.0,0.0,8.305999999999994,0.0,0.0,456.55351543426514,,,,,,,,,,,,,,,,,,,,,1.9398043118725365,2.4812501925260477,8.267712408923982,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3.0,0.0,0.0,58.0,2.0,34.0,2858.0,0.0,18.206000000000017,0.0,0.0,459.4869728088379,,,,,,,,,,,,,,,,,,,,,5.42597638744967,5.872751593504166,18.0395563591859,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3.0,0.0,0.0,135.0,3.0,77.0,2935.0,0.0,47.505,0.0,0.0,464.9700572490692,,,,,,,,,,,,,,,,,,,,,16.46932689611644,14.36869413772089,46.283144973973016,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,3.0,0.0,0.0,162.0,4.0,27.0,2962.0,0.0,12.106999999999994,0.0,0.0,467.143128156662,,,,,,,,,,,,,,,,,,,,,3.158974613252207,3.85424578653737,12.033741426869062,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3.0,0.0,0.0,197.0,5.0,35.0,2997.0,0.0,22.906000000000013,0.0,0.0,469.87282729148865,,,,,,,,,,,,,,,,,,,,,7.902646105938278,7.6006645667356345,22.652059445737898,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3.0,0.0,0.0,224.0,6.0,27.0,3024.0,0.0,11.206999999999994,0.0,0.0,472.01573061943054,,,,,,,,,,,,,,,,,,,,,2.786908422975815,3.499403671011341,11.142896368948604,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3.0,0.0,0.0,268.0,7.0,44.0,3068.0,0.0,22.706000000000017,0.0,0.0,475.4400155544281,,,,,,,,,,,,,,,,,,,,,7.163342869616259,6.933551672697792,22.413226139876762,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3.0,0.0,0.0,304.0,8.0,36.0,3104.0,0.0,17.40700000000002,0.0,0.0,478.1838102340698,,,,,,,,,,,,,,,,,,,,,4.7809150010962576,5.507454846914934,17.2521391991597,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,0.0,0.0,333.0,9.0,29.0,3133.0,0.0,11.806999999999993,0.0,0.0,480.76696252822876,,,,,,,,,,,,,,,,,,,,,2.9337972180912306,3.636569010185863,11.733653534209566,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,0.0,416.0,10.0,83.0,3216.0,0.0,54.605999999999995,0.0,0.0,486.95569491386414,,,,,,,,,,,,,,,,,,,,,22.669475351276954,15.950629265644885,52.777210756600596,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,0.0,447.0,11.0,31.0,3247.0,0.0,13.306999999999993,0.0,0.0,489.67776703834534,,,,,,,,,,,,,,,,,,,,,3.4365702345480593,4.124004711243044,13.213680002731744,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,0.0,472.0,12.0,25.0,3272.0,0.0,10.007999999999994,0.0,0.0,491.73685026168823,,,,,,,,,,,,,,,,,,,,,2.417874137438079,3.1343088079617405,9.957510657221272,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,0.0,520.0,13.0,48.0,3320.0,0.0,33.105999999999995,0.0,0.0,495.32615637779236,,,,,,,,,,,,,,,,,,,,,11.836396374709766,10.834259319179386,32.57042339741134,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,559.0,14.0,39.0,3359.0,0.0,24.107000000000017,0.0,0.0,498.32638478279114,,,,,,,,,,,,,,,,,,,,,7.858377605770427,7.969348901564807,23.82434762099595,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,682.0,15.0,123.0,3482.0,0.0,76.50799999999998,0.0,0.0,507.0110433101654,,,,,,,,,,,,,,,,,,,,,31.931337748276544,21.951387714100232,72.65309855551749,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,799.0,16.0,117.0,3599.0,0.0,84.50499999999991,0.0,0.0,515.4446382522583,,,,,,,,,,,,,,,,,,,,,32.10740946191487,25.0410425288001,80.82926235531127,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,862.0,17.0,63.0,3662.0,0.0,37.706999999999994,0.0,0.0,520.0776786804199,,,,,,,,,,,,,,,,,,,,,15.301985325431584,11.817758102737159,36.77975467917699,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
