episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status
100,1.0,1.193194081251904,-2.8107262993373134,178.97787874496294,0.0,0.6666666666666666,4,1.0,False,True,0.2651723446068408,1,52.87497636833402,1605898447.1930704,in_progress
100,2.0,1.1908263826271088,-2.8116367863130125,179.2008786465181,0.0,1.0,5,1.0,False,True,0.26961886470247565,1,52.87497636833402,1605898447.2582889,in_progress
100,3.0,1.1781768719716856,-2.8157785471705847,-179.74340901556818,0.0,1.0,5,1.0,False,True,0.2933695056207355,1,52.87497636833402,1605898447.327619,in_progress
100,4.0,1.1432349336959877,-2.83086602485531,-176.17708958776652,-30.0,0.3333333333333333,0,1.0,False,True,0.35884927130127986,1,52.87497636833402,1605898447.3911707,in_progress
100,5.0,1.11318772239427,-2.842802719474369,-173.7265423638039,-30.0,0.3333333333333333,0,1.0,False,True,0.415197094301898,1,52.87497636833402,1605898447.4744043,in_progress
100,6.0,1.0833134641046267,-2.850623620203339,-172.6256969578338,0.0,1.0,5,1.0,False,True,0.47137888528876276,2,52.87497636833402,1605898447.5296063,in_progress
100,7.0,1.059813744074666,-2.8558548374357384,-172.12432580836463,-30.0,0.3333333333333333,0,1.0,False,True,0.5156086852260807,2,52.87497636833402,1605898447.5954046,in_progress
100,8.0,1.0301865766284608,-2.8617344916427045,-171.71371384386953,-30.0,0.6666666666666666,1,1.0,False,True,0.5711048943862851,2,52.87497636833402,1605898447.6663904,in_progress
100,9.0,0.9913755389300726,-2.8664909289546827,-171.97918873502968,-30.0,1.0,2,1.0,False,True,0.6442743168367058,2,52.87497636833402,1605898447.735896,in_progress
100,10.0,0.9542645416662273,-2.869334556951477,-172.56488329365322,-30.0,0.3333333333333333,0,1.0,False,True,0.7143145818556168,3,52.87497636833402,1605898447.8056076,in_progress
100,11.0,0.9110062609817204,-2.868054111913998,-174.10864821368756,-30.0,0.3333333333333333,0,1.0,False,True,0.7961613047433376,3,52.87497636833402,1605898447.8821032,in_progress
100,12.0,0.8715771639333874,-2.863622081049896,-176.12060501793877,-30.0,0.3333333333333333,0,1.0,False,True,0.8705856522433454,3,52.87497636833402,1605898447.9331887,in_progress
100,13.0,0.8357335956271209,-2.8556226853446827,-178.65904822734754,-30.0,0.6666666666666666,1,1.0,False,True,0.9387504393572422,3,52.87497636833402,1605898447.9983397,in_progress
100,14.0,0.7995329337857102,-2.844142976135387,178.44285312622637,0.0,0.3333333333333333,3,1.0,False,True,1.0077639801822578,4,52.87497636833402,1605898448.0678282,in_progress
100,15.0,0.7599705376201547,-2.829912989087071,175.35271644721914,-30.0,0.6666666666666666,1,1.0,False,True,1.083270413732303,4,52.87497636833402,1605898448.1309512,in_progress
100,16.0,0.7297607422191517,-2.8171585465908042,172.85988547321654,-30.0,0.6666666666666666,1,1.0,False,True,1.1409279925283426,4,52.87497636833402,1605898448.2090962,in_progress
100,17.0,0.6901785607849722,-2.797843771101552,169.5138825108746,-30.0,0.6666666666666666,1,1.0,False,True,1.216823125208196,4,52.87497636833402,1605898448.2664025,in_progress
100,18.0,0.6510835790922452,-2.7740048559066506,165.70687837253388,-30.0,1.0,2,1.0,False,True,1.2920471891927132,5,52.87497636833402,1605898448.3358421,in_progress
100,19.0,0.6113646207967899,-2.7464047704851344,161.75815584279627,30.0,1.0,8,1.0,False,True,1.3686586503739737,5,52.87497636833402,1605898448.395565,in_progress
100,20.0,0.5739348241066982,-2.713889003384972,157.27404192649348,30.0,0.6666666666666666,7,1.0,False,True,1.44165071519001,5,52.87497636833402,1605898448.4740846,in_progress
100,21.0,0.5285709279299847,-2.6770525482005154,153.4182733944305,0.0,0.3333333333333333,3,0.5,False,True,1.5296342709811612,5,52.87497636833402,1605898448.5383055,in_progress
100,22.0,0.4896941858150824,-2.64704491776566,151.22120685069595,0.0,0.3333333333333333,3,0.5,False,True,1.6049413178833505,6,52.87497636833402,1605898448.60624,in_progress
100,23.0,0.46606699541787755,-2.6272128469951324,149.78595876518736,30.0,0.3333333333333333,6,0.5,False,True,1.6508055764127811,6,52.87497636833402,1605898448.6729932,in_progress
100,24.0,0.4393229258826379,-2.608355257305214,149.1090440564853,30.0,1.0,8,0.5,False,True,1.7025025433699128,6,52.87497636833402,1605898448.744372,in_progress
100,25.0,0.40663756665568684,-2.5880957911613254,148.94465642470544,0.0,0.6666666666666666,4,0.5,False,True,1.7665902880643858,6,52.87497636833402,1605898448.8011637,in_progress
100,26.0,0.36510106505264195,-2.567238609974267,149.77129605194582,-30.0,0.3333333333333333,0,0.5,False,True,1.8464741069250026,6,52.87497636833402,1605898448.870666,in_progress
100,27.0,0.32860117814941914,-2.5456254330648402,149.6794076167232,30.0,1.0,8,0.1,False,True,1.9168880601179727,7,52.87497636833402,1605898448.9358597,in_progress
100,28.0,0.28904670821945005,-2.5203894249062544,149.24939446707242,-30.0,0.6666666666666666,1,0.1,False,True,1.994722826933364,7,52.87497636833402,1605898449.0019958,in_progress
100,29.0,0.24227025348579787,-2.4926294601874344,149.23259385490132,0.0,0.3333333333333333,3,0.1,False,True,2.0851043168390078,7,52.87497636833402,1605898449.0751178,in_progress
100,30.0,0.20689628338626004,-2.469983337273499,148.92598087579645,0.0,0.3333333333333333,3,0.1,False,True,2.1535717176203195,8,52.87497636833402,1605898449.1385813,in_progress
100,31.0,0.1815438244636629,-2.4541124398701175,148.8199747147948,0.0,0.6666666666666666,4,0.1,False,True,2.2026165566667113,8,52.87497636833402,1605898449.2024572,in_progress
