episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status
0,1.0,0.7080804785061869,-2.1730990150969043,-179.99214132279047,30.0,0.6666666666666666,7,1.0,False,True,-0.6005658728490744,257,59.99785047027138,1605900037.0520241,in_progress
0,2.0,0.7054148813123329,-2.1730093363850194,179.97690757301535,30.0,0.6666666666666666,7,1.0,False,True,-0.5961230951367185,257,59.99785047027138,1605900037.0699906,in_progress
0,3.0,0.701519210266849,-2.1732607625112856,-179.96476083251002,30.0,0.6666666666666666,7,1.0,False,True,-0.5896299564388414,257,59.99785047027138,1605900037.1338763,in_progress
0,4.0,0.6814442881960541,-2.175592367772235,-179.39329162953499,30.0,0.6666666666666666,7,1.0,False,True,-0.5561694310111989,257,59.99785047027138,1605900037.2004716,in_progress
0,5.0,0.6536180773576673,-2.1798547261063073,-178.51343767835453,-30.0,0.6666666666666666,1,1.0,False,True,-0.5097965179435135,257,59.99785047027138,1605900037.2730258,in_progress
0,6.0,0.618539191184536,-2.186005117656138,-177.31396367674233,-30.0,0.6666666666666666,1,1.0,False,True,-0.451333802179704,257,59.99785047027138,1605900037.342309,in_progress
0,7.0,0.5674983535868692,-2.1929763984218034,-176.26405291729438,0.0,1.0,5,1.0,False,True,-0.36626744161986835,257,59.99785047027138,1605900037.409145,in_progress
0,8.0,0.520559219905708,-2.198161184575371,-175.77507307625822,0.0,1.0,5,1.0,False,True,-0.2880362832073047,257,59.99785047027138,1605900037.4816902,in_progress
0,9.0,0.45187836411460786,-2.205986144927576,-175.21863936379253,0.0,1.0,5,1.0,False,True,-0.1735694222448103,258,59.99785047027138,1605900037.545917,in_progress
0,10.0,0.410552288524112,-2.2116845487651506,-174.67652594001092,0.0,0.3333333333333333,3,1.0,False,True,-0.1046940444601745,258,59.99785047027138,1605900037.619285,in_progress
0,11.0,0.33454220096074505,-2.2238527164274835,-173.5534063219358,-30.0,0.6666666666666666,1,1.0,False,True,0.02200032290932394,0,59.99785047027138,1605900037.6868613,in_progress
0,12.0,0.2772167419258824,-2.228536848912628,-173.98356125761234,0.0,0.3333333333333333,3,1.0,False,True,0.11754433647897405,0,59.99785047027138,1605900037.76487,in_progress
0,13.0,0.2270260834427661,-2.2308042376846524,-174.6666715874365,-30.0,0.6666666666666666,1,1.0,False,True,0.20119753864927992,0,59.99785047027138,1605900037.8318405,in_progress
0,14.0,0.186562121482588,-2.232812273357638,-175.09865151584592,0.0,0.3333333333333333,3,1.0,False,True,0.26863910139780706,1,59.99785047027138,1605900037.9001162,in_progress
0,15.0,0.15318025041032984,-2.232046545588166,-175.91613058125265,0.0,0.3333333333333333,3,1.0,False,True,0.32427784545893723,1,59.99785047027138,1605900037.9722106,in_progress
0,16.0,0.12592856952397571,-2.231436758803627,-176.53842610169673,30.0,1.0,8,1.0,False,True,0.36969917891302007,1,59.99785047027138,1605900038.0443504,in_progress
0,17.0,0.09736611258075326,-2.2331836203609323,-176.56190605501055,-30.0,0.6666666666666666,1,1.0,False,True,0.4173042923710066,1,59.99785047027138,1605900038.1121697,in_progress
0,18.0,0.05106587332163742,-2.2378421902904373,-176.15171154827053,0.0,0.3333333333333333,3,1.0,False,True,0.4944722918601629,1,59.99785047027138,1605900038.1885285,in_progress
0,19.0,0.007722648734032972,-2.2407035301008076,-176.14783427836423,0.0,0.3333333333333333,3,1.0,False,True,0.5668060221065595,1,59.99785047027138,1605900038.2620683,in_progress
0,20.0,-0.03272197490175323,-2.2450583774307526,-175.74890208489916,0.0,0.3333333333333333,3,1.0,False,True,0.6342204338168853,1,59.99785047027138,1605900038.3314426,in_progress
0,21.0,-0.07369869038939782,-2.2493823991018513,-175.4471935145508,0.0,0.3333333333333333,3,1.0,False,True,0.7025216664413289,1,59.99785047027138,1605900038.4034667,in_progress
0,22.0,-0.10525729518949284,-2.2535567883951497,-174.94654692429197,0.0,0.3333333333333333,3,1.0,False,True,0.7551253404765732,1,59.99785047027138,1605900038.4769409,in_progress
0,23.0,-0.1312169749510589,-2.2572643282942275,-174.56951531879318,0.0,0.3333333333333333,3,1.0,False,True,0.7983966788644701,2,59.99785047027138,1605900038.5465472,in_progress
0,24.0,-0.15544393159266395,-2.2610674166647167,-174.21383334105448,0.0,0.3333333333333333,3,1.0,False,True,0.8387801368297658,2,59.99785047027138,1605900038.6106353,in_progress
0,25.0,-0.17492774008940462,-2.264386233475579,-173.88083081329503,-30.0,0.6666666666666666,1,1.0,False,True,0.8712575876067363,2,59.99785047027138,1605900038.6807864,in_progress
0,26.0,-0.21234840333075924,-2.2703043732391843,-173.43866075954764,-30.0,0.6666666666666666,1,0.5,False,True,0.9336334301455038,2,59.99785047027138,1605900038.755538,in_progress
0,27.0,-0.25588975967832095,-2.2703127554993636,-174.40636376605428,-30.0,0.3333333333333333,0,0.5,False,True,1.0062049528340828,2,59.99785047027138,1605900038.8219433,in_progress
0,28.0,-0.28994299797496514,-2.2690800904672903,-175.49133244388088,0.0,0.3333333333333333,3,0.5,False,True,1.0628982195362326,2,59.99785047027138,1605900038.8967042,in_progress
0,29.0,-0.3407137474319009,-2.2660061404454375,-177.14688008863598,0.0,0.3333333333333333,3,0.5,False,True,1.1475181441755034,2,59.99785047027138,1605900038.9697573,in_progress
0,30.0,-0.376089451359627,-2.262445284260601,-178.4223034742133,0.0,0.3333333333333333,3,1.0,False,True,1.2064785791222554,2,59.99785047027138,1605900039.0344262,in_progress
